area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk,availability_status,possession_year,location_reduced,has_society,is_cramped,is_luxury_price,price_segment,location_tier,area_type_rank,bath_per_bhk,is_luxury_bath,log_price,log_total_sqft,availability_month,society_size_proxy,society_type
Super built-up  Area,18-May,Panathur,2 BHK,Diarknt,1343,2.0,1.0,76.0,2.0,1343.0,5658.972449739389,671.5,Future,2018,Panathur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.343805421853684,7.203405521083095,May,1,Small
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Independent,1330,2.0,2.0,44.0,3.0,1330.0,3308.2706766917295,443.3333333333333,Ready,0,Electronics City Phase 1,0,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.8066624897703196,7.193685818395112,Unknown,5469,Large
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,ShnyeSy,1524,2.0,3.0,72.0,3.0,1524.0,4724.4094488188975,508.0,Ready,0,Mallasandra,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.290459441148391,7.329749689041512,Unknown,1,Small
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2236,4.0,2.0,153.0,4.0,2236.0,6842.57602862254,559.0,Ready,0,Lingadheeranahalli,1,0,0,Premium,Tier 2,1,1.0,0,5.0369526024136295,7.71289096149013,Unknown,22,Medium
Super built-up  Area,Ready To Move,Domlur,3 BHK,IBictnd,2955,3.0,0.0,235.0,3.0,2955.0,7952.622673434857,985.0,Ready,0,Domlur,1,0,1,Ultra-Luxury,Tier 1,1,1.0,0,5.4638318050256105,7.991592282068092,Unknown,4,Small
Super built-up  Area,18-Mar,Raja Rajashweri Nagar,3 BHK,Independent,1410,2.0,2.0,45.12,3.0,1410.0,3200.0,470.0,Future,2018,other,0,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.8312466954008584,7.252053951852814,Mar,5469,Large
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Independent,1581,3.0,3.0,76.0,3.0,1581.0,4807.084123972169,527.0,Ready,0,Kothanur,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.343805421853684,7.366445148327599,Unknown,5469,Large
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1205,2.0,1.0,79.0,2.0,1205.0,6556.016597510374,602.5,Ready,0,Balagere,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.382026634673881,7.095064377287131,Unknown,39,Medium
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3 BHK,Independent,1270,2.0,2.0,95.25,3.0,1270.0,7500.0,423.3333333333333,Ready,0,other,0,0,1,Mid-Range,Tier 1,1,0.6666666666666666,0,4.566948973167894,7.147559271189454,Unknown,5469,Large
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,Independent,1353,2.0,2.0,110.0,3.0,1353.0,8130.081300813008,451.0,Ready,0,other,0,0,1,Premium,Tier 2,1,0.6666666666666666,0,4.709530201312334,7.21081845347222,Unknown,5469,Large
Plot  Area,18-Feb,Jinkethimmanahalli,2 Bedroom,Independent,1200,2.0,1.0,68.0,2.0,1200.0,5666.666666666667,600.0,Future,2018,other,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.23410650459726,7.0909098220799835,Feb,5469,Large
Super built-up  Area,Ready To Move,basaveshwarnagar,3 BHK,Independent,1250,2.0,1.0,70.0,3.0,1250.0,5600.0,416.6666666666667,Ready,0,other,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.2626798770413155,7.1316985104669115,Unknown,5469,Large
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,1950.2,3.0,2.0,261.0,3.0,1950.2,13383.242744333915,650.0666666666667,Future,2019,other,1,0,1,Ultra-Luxury,Tier 1,1,1.0,0,5.568344503761097,7.57619984690171,Mar,6,Small
Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,69.0,3.0,1157.0,5963.699222126188,385.6666666666667,Future,2018,Sarjapur  Road,1,0,0,Mid-Range,Tier 1,1,0.6666666666666666,0,4.248495242049359,7.05444965813294,Nov,20,Medium
Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,712 - 938,1.0,0.0,35.475,1.0,825.0,4300.0,825.0,Future,2019,Kanakapura,1,0,0,Budget,Tier 3,1,1.0,0,3.5966270944088494,6.716594773520978,Dec,13,Medium
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1000,2.0,2.0,40.0,2.0,1000.0,4000.0,500.0,Ready,0,Sarjapur  Road,1,0,0,Budget,Tier 1,0,1.0,0,3.713572066704308,6.90875477931522,Unknown,9,Small
Built-up  Area,18-Apr,Yelahanka,1 BHK,Prensya,602,1.0,1.0,33.0,1.0,602.0,5481.72757475083,602.0,Future,2018,Yelahanka,1,0,0,Budget,Tier 2,0,1.0,0,3.5263605246161616,6.401917196727186,Apr,16,Medium
Built-up  Area,Ready To Move,Malleshwaram,5 Bedroom,Independent,3000,4.0,0.0,900.0,5.0,3000.0,30000.0,600.0,Ready,0,Malleshwaram,0,0,1,Ultra-Luxury,Tier 1,0,0.8,0,6.803505257608338,8.006700845440367,Unknown,5469,Large
Super built-up  Area,21-Jul,Hoodi,2 BHK,GoAirej,1108,2.0,0.0,66.46,2.0,1108.0,5998.194945848375,554.0,Future,2021,Hoodi,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.2115348296335045,7.011213987350367,Jul,26,Medium
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2 BHK,Independent,1040,2.0,1.0,68.0,2.0,1040.0,6538.461538461538,520.0,Ready,0,other,0,0,0,Mid-Range,Tier 1,1,1.0,0,4.23410650459726,6.947937068614969,Unknown,5469,Large
Super built-up  Area,20-Dec,Sarjapur,2 BHK,Independent,1451,2.0,1.0,87.0,2.0,1451.0,5995.864920744314,725.5,Future,2020,Sarjapur,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.477336814478207,7.280697195384741,Dec,5469,Large
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,2.0,1196.0,3389.632107023411,598.0,Ready,0,Raja Rajeshwari Nagar,1,0,0,Budget,Tier 3,1,1.0,0,3.726656818447966,7.087573705557973,Unknown,80,Large
Super built-up  Area,18-May,Kanakpura Road,1 BHK,Maionus,850,1.0,1.0,37.32,1.0,850.0,4390.588235294118,850.0,Future,2018,Kanakpura Road,1,0,0,Budget,Tier 2,1,1.0,0,3.6459719531026598,6.7464121285733745,May,1,Small
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2171.66,3.0,2.0,298.0,3.0,2171.66,13722.221710580847,723.8866666666667,Future,2019,other,1,0,1,Ultra-Luxury,Tier 1,1,1.0,0,5.700443573390687,7.683707502298792,Mar,6,Small
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,SoersTo,900,2.0,1.0,40.0,2.0,900.0,4444.444444444444,450.0,Ready,0,other,1,0,0,Budget,Tier 2,1,1.0,0,3.713572066704308,6.803505257608338,Unknown,2,Small
Super built-up  Area,Ready To Move,Kudlu,1 BHK,GKityel,720,1.0,1.0,33.0,1.0,720.0,4583.333333333333,720.0,Ready,0,Kudlu,1,0,0,Budget,Tier 3,1,1.0,0,3.5263605246161616,6.580639137284949,Unknown,4,Small
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,115.0,3.0,1573.0,7310.870947234584,524.3333333333334,Ready,0,Thanisandra,1,0,0,Premium,Tier 2,1,1.0,0,4.7535901911063645,7.3613754289773485,Unknown,51,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1026,2.0,1.0,60.8,2.0,1026.0,5925.925925925926,513.0,Ready,0,Sarjapur  Road,1,0,0,Mid-Range,Tier 1,1,1.0,0,4.123903364463645,6.934397209928558,Unknown,12,Medium
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Independent,1400,2.0,2.0,78.0,3.0,1400.0,5571.428571428572,466.6666666666667,Ready,0,CV Raman Nagar,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.3694478524670215,7.244941546337007,Unknown,5469,Large
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.44,3.0,1400.0,2888.5714285714284,466.6666666666667,Future,2018,Electronic City Phase II,1,0,0,Budget,Tier 3,0,0.6666666666666666,0,3.7242465979512276,7.244941546337007,Jul,59,Large
Built-up  Area,Ready To Move,Banashankari Stage III,4 Bedroom,Independent,2100,3.0,1.0,147.0,4.0,2100.0,7000.0,525.0,Ready,0,Banashankari Stage III,0,0,0,Premium,Tier 2,0,0.75,0,4.997212273764115,7.650168700845001,Unknown,5469,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150,2.0,1.0,48.5,2.0,1150.0,4217.391304347826,575.0,Ready,0,Sarjapur  Road,1,0,0,Budget,Tier 1,1,1.0,0,3.901972669574645,7.048386408721883,Unknown,20,Medium
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Independent,1500,3.0,2.0,88.0,3.0,1500.0,5866.666666666667,500.0,Ready,0,Raja Rajeshwari Nagar,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.48863636973214,7.313886831633462,Unknown,5469,Large
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Seardac,2400,3.0,2.0,380.0,3.0,2400.0,15833.333333333334,800.0,Ready,0,Malleshwaram,1,0,1,Ultra-Luxury,Tier 1,1,1.0,0,5.942799375126701,7.783640596221253,Unknown,1,Small
Plot  Area,Ready To Move,HRBR Layout,3 Bedroom,Independent,1200,3.0,2.0,240.0,3.0,1200.0,20000.0,400.0,Ready,0,HRBR Layout,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.484796933490655,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,105.0,3.0,1790.0,5865.921787709497,596.6666666666666,Ready,0,Kothanur,1,0,0,Premium,Tier 2,1,1.0,0,4.663439094112067,7.490529402060711,Unknown,13,Medium
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,1125,2.0,2.0,75.0,2.0,1125.0,6666.666666666667,562.5,Ready,0,Ramagondanahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.330733340286331,7.026426808699636,Unknown,2,Small
Super built-up  Area,18-Dec,Hennur,3 BHK,Exitym ,1783 - 1878,3.0,0.0,84.205,3.0,1830.5,4600.109259765091,610.1666666666666,Future,2018,Hennur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.445060117559356,7.512890582218869,Dec,3,Small
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Spsic C,1100,2.0,1.0,50.0,2.0,1100.0,4545.454545454545,550.0,Ready,0,Marathahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9318256327243257,7.00397413672268,Unknown,1,Small
Built-up  Area,Ready To Move,Banaswadi,2 BHK,Shidei ,1105,2.0,2.0,57.0,2.0,1105.0,5158.371040723982,552.5,Ready,0,Banaswadi,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.060443010546419,7.00850518208228,Unknown,1,Small
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Juaxyan,1110,2.0,2.0,46.5,2.0,1110.0,4189.189189189189,555.0,Ready,0,Thanisandra,1,0,0,Budget,Tier 2,1,1.0,0,3.8607297110405954,7.01301578963963,Unknown,1,Small
Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708,1.0,1.0,41.0,1.0,708.0,5790.960451977401,708.0,Ready,0,Dasanapura,1,0,0,Budget,Tier 2,1,1.0,0,3.7376696182833684,6.5638555265321274,Unknown,14,Medium
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Independent,1027,2.0,2.0,44.0,2.0,1027.0,4284.323271665044,513.5,Ready,0,Kudlu,0,0,0,Budget,Tier 3,1,1.0,0,3.8066624897703196,6.93537044601511,Unknown,5469,Large
Super built-up  Area,18-May,"Banashankari 3rd stage, Vivekanandanagar",3 BHK,Independent,1600,3.0,1.0,100.0,3.0,1600.0,6250.0,533.3333333333334,Future,2018,other,0,0,0,Premium,Tier 2,1,1.0,0,4.61512051684126,7.3783837129967145,May,5469,Large
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,250.0,4.0,3122.0,8007.687379884689,780.5,Ready,0,Thigalarapalya,1,0,1,Ultra-Luxury,Tier 2,1,1.5,1,5.5254529391317835,8.046549357283078,Unknown,51,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,1205,2.0,2.0,37.0,2.0,1205.0,3070.539419087137,602.5,Ready,0,Sarjapur  Road,1,0,0,Budget,Tier 1,1,1.0,0,3.6375861597263857,7.095064377287131,Unknown,2,Small
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,NDncysi,1450,2.0,2.0,73.0,3.0,1450.0,5034.482758620689,483.3333333333333,Ready,0,5th Phase JP Nagar,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.30406509320417,7.280008252884188,Unknown,1,Small
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,Independent,750,4.0,2.0,125.0,4.0,750.0,16666.666666666668,187.5,Ready,0,other,0,1,1,Premium,Tier 1,3,1.0,0,4.836281906951478,6.621405651764134,Unknown,5469,Large
Plot  Area,Ready To Move,Annaiah Reddy Layout,1 Bedroom,Independent,540,1.0,0.0,22.0,1.0,540.0,4074.074074074074,540.0,Ready,0,other,0,0,0,Budget,Tier 3,3,1.0,0,3.1354942159291497,6.293419278846481,Unknown,5469,Large
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1200,2.0,2.0,42.0,2.0,1200.0,3500.0,600.0,Ready,0,Dasarahalli,1,0,0,Budget,Tier 2,0,1.0,0,3.7612001156935624,7.0909098220799835,Unknown,2,Small
Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,Independent,1200,5.0,1.0,260.0,5.0,1200.0,21666.666666666668,240.0,Ready,0,Nagarbhavi,0,1,1,Ultra-Luxury,Tier 1,3,1.0,0,5.564520407322694,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Mykyayi,1837,2.0,2.0,95.0,3.0,1837.0,5171.475231355471,612.3333333333334,Ready,0,Kalena Agrahara,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.564348191467836,7.516433302915632,Unknown,3,Small
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1346,2.0,1.0,76.01,2.0,1346.0,5647.102526002973,673.0,Future,2018,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.343935283551159,7.205635176410364,Dec,58,Large
Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012,2.0,1.0,68.0,2.0,1012.0,6719.367588932806,506.0,Ready,0,Balagere,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.23410650459726,6.920671504248683,Unknown,39,Medium
Super built-up  Area,18-Dec,Gopalapura,3 BHK,Sothadr,1950.2,3.0,2.0,193.0,3.0,1950.2,9896.420879909752,650.0666666666667,Future,2018,other,1,0,1,Premium,Tier 1,1,1.0,0,5.267858159063328,7.57619984690171,Dec,6,Small
Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,Independent,1125,2.0,2.0,55.0,2.0,1125.0,4888.888888888889,562.5,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.02535169073515,7.026426808699636,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SraruSr,1500,2.0,2.0,60.0,3.0,1500.0,4000.0,500.0,Ready,0,Kaggadasapura,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.110873864173311,7.313886831633462,Unknown,1,Small
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,79.9,2.0,1197.0,6675.020885547202,598.5,Ready,0,Harlur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.393213824064446,7.088408778675395,Unknown,27,Medium
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230,2.0,2.0,31.37,3.0,1230.0,2550.4065040650407,410.0,Future,2018,Chandapura,1,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.477232067938153,7.115582126184454,Sep,34,Medium
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Independent,1100,2.0,2.0,47.0,2.0,1100.0,4272.727272727273,550.0,Ready,0,BTM 2nd Stage,0,0,0,Budget,Tier 2,1,1.0,0,3.871201010907891,7.00397413672268,Unknown,5469,Large
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1563,2.0,2.0,52.0,3.0,1563.0,3326.935380678183,521.0,Ready,0,other,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,3.970291913552122,7.355001921105257,Unknown,4,Small
Plot  Area,Ready To Move,4th Block Jayanagar,7 Bedroom,Independent,2240,4.0,1.0,700.0,7.0,2240.0,31250.0,320.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,0.5714285714285714,0,6.55250788703459,7.714677473800927,Unknown,5469,Large
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729,4.0,2.0,384.0,4.0,3729.0,10297.666934835077,932.25,Ready,0,Hebbal Kempapura,1,0,1,Ultra-Luxury,Tier 2,1,1.0,0,5.953243334287785,8.224163512637862,Unknown,7,Small
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Krs A C,1600,3.0,1.0,120.0,3.0,1600.0,7500.0,533.3333333333334,Ready,0,Sarjapur  Road,1,0,1,Premium,Tier 1,3,1.0,0,4.795790545596741,7.3783837129967145,Unknown,1,Small
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715,3.0,3.0,120.0,3.0,1715.0,6997.084548104956,571.6666666666666,Ready,0,Green Glen Layout,1,0,0,Premium,Tier 2,1,1.0,0,4.795790545596741,7.447751280047908,Unknown,5,Small
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,Independent,2400,4.0,1.0,180.0,4.0,2400.0,7500.0,600.0,Ready,0,Bannerghatta Road,0,0,1,Premium,Tier 2,0,1.0,0,5.198497031265826,7.783640596221253,Unknown,5469,Large
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,42.5,2.0,1151.0,3692.44135534318,575.5,Future,2018,Ramagondanahalli,1,0,0,Budget,Tier 2,1,1.0,0,3.7727609380946383,7.049254841255837,Jul,23,Medium
Plot  Area,Ready To Move,Banaswadi,6 Bedroom,Independent,1200,6.0,2.0,220.0,6.0,1200.0,18333.333333333332,200.0,Ready,0,Banaswadi,0,1,1,Ultra-Luxury,Tier 2,3,1.0,0,5.3981627015177525,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Independent,1123,2.0,2.0,60.0,2.0,1123.0,5342.831700801425,561.5,Ready,0,Uttarahalli,0,0,0,Mid-Range,Tier 2,0,1.0,0,4.110873864173311,7.024649030453636,Unknown,5469,Large
Super built-up  Area,20-Jan,Whitefield,2 BHK,Independent,1276,2.0,1.0,69.5,2.0,1276.0,5446.7084639498435,638.0,Future,2020,Whitefield,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.255612709818223,7.152268856032539,Jan,5469,Large
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315,2.0,3.0,77.0,2.0,1315.0,5855.513307984791,657.5,Ready,0,Yelahanka,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.356708826689592,7.182352111885263,Unknown,4,Small
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,Independent,1270,2.0,2.0,50.79,3.0,1270.0,3999.212598425197,423.3333333333333,Ready,0,Poorna Pragna Layout,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,3.9471970804358,7.147559271189454,Unknown,5469,Large
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Independent,1325,2.0,2.0,52.0,2.0,1325.0,3924.5283018867926,662.5,Ready,0,R.T. Nagar,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.970291913552122,7.189922170745808,Unknown,5469,Large
Super built-up  Area,18-Apr,Varthur,3 BHK,Muistry,1600,3.0,2.0,63.2,3.0,1600.0,3950.0,533.3333333333334,Future,2018,Varthur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.162003210695915,7.3783837129967145,Apr,3,Small
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1660,3.0,2.0,104.0,3.0,1660.0,6265.060240963855,553.3333333333334,Ready,0,Jakkur,1,0,0,Premium,Tier 2,1,1.0,0,4.653960350157523,7.415175109613295,Unknown,14,Medium
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Peace P,1299,2.0,3.0,58.0,2.0,1299.0,4464.973056197075,649.5,Ready,0,Kodichikkanahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,7.170119543449628,Unknown,2,Small
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,953,2.0,1.0,90.0,2.0,953.0,9443.861490031479,476.5,Ready,0,Haralur Road,1,0,1,Mid-Range,Tier 2,1,1.0,0,4.51085950651685,6.860663671448287,Unknown,6,Small
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Paestol,1457,2.0,3.0,60.0,2.0,1457.0,4118.050789293068,728.5,Ready,0,Gunjur,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.110873864173311,7.284820912568604,Unknown,4,Small
Super built-up  Area,18-May,Varthur,2 BHK,Independent,1000,1.0,1.0,65.0,2.0,1000.0,6500.0,500.0,Future,2018,Varthur,0,0,0,Mid-Range,Tier 2,1,0.5,0,4.189654742026425,6.90875477931522,May,5469,Large
Built-up  Area,Ready To Move,Mallasandra,3 BHK,Independent,1100,2.0,3.0,76.3,3.0,1100.0,6936.363636363636,366.6666666666667,Ready,0,Mallasandra,0,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.3476939555933765,7.00397413672268,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prdomt ,1075,2.0,1.0,33.53,3.0,1075.0,3119.0697674418607,358.3333333333333,Ready,0,Yelahanka,1,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.541828511401901,6.98100574072173,Unknown,2,Small
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,51.0,3.0,1450.0,3517.2413793103447,483.3333333333333,Ready,0,Kanakpura Road,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9512437185814275,7.280008252884188,Unknown,30,Medium
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5515,6.0,2.0,425.0,5.0,5515.0,7706.255666364461,1103.0,Ready,0,Iblur Village,1,0,1,Ultra-Luxury,Tier 2,1,1.2,1,6.054439346269371,8.615408238913192,Unknown,14,Medium
Super built-up  Area,Ready To Move,Bellandur,1 BHK,Trows M,950,1.0,1.0,40.0,1.0,950.0,4210.526315789473,950.0,Ready,0,Bellandur,1,0,0,Budget,Tier 2,1,1.0,0,3.713572066704308,6.85751406254539,Unknown,3,Small
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,Independent,1200,3.0,1.0,180.0,5.0,1200.0,15000.0,240.0,Ready,0,Basaveshwara Nagar,0,1,1,Premium,Tier 1,3,0.6,0,5.198497031265826,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,ArBayeb,1013,2.0,2.0,60.0,2.0,1013.0,5923.000987166831,506.5,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.110873864173311,6.921658184151129,Unknown,1,Small
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Independent,1140,2.0,2.0,56.0,2.0,1140.0,4912.2807017543855,570.0,Ready,0,Hennur Road,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.04305126783455,7.039660349862076,Unknown,5469,Large
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,Independent,2100,3.0,3.0,220.0,3.0,2100.0,10476.190476190477,700.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,1,1.0,0,5.3981627015177525,7.650168700845001,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1430,3.0,1.0,61.0,3.0,1430.0,4265.734265734266,476.6666666666667,Ready,0,Yelahanka,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.127134385045092,7.266128779556451,Unknown,5,Small
Plot  Area,Ready To Move,Ilyas Nagar,4 Bedroom,Independent,600,3.0,0.0,95.0,4.0,600.0,15833.333333333334,150.0,Ready,0,other,0,1,1,Mid-Range,Tier 1,3,0.75,0,4.564348191467836,6.398594934535208,Unknown,5469,Large
Carpet  Area,Ready To Move,Anantapura,3 BHK,Grare S,1600,3.0,2.0,77.0,3.0,1600.0,4812.5,533.3333333333334,Ready,0,other,1,0,0,Mid-Range,Tier 2,2,1.0,0,4.356708826689592,7.3783837129967145,Unknown,2,Small
Super built-up  Area,Ready To Move,Ayappa Nagar,2 BHK,Viconth,1190,2.0,1.0,48.0,2.0,1190.0,4033.6134453781515,595.0,Ready,0,other,1,0,0,Budget,Tier 3,1,1.0,0,3.8918202981106265,7.0825485693553,Unknown,1,Small
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1625,3.0,2.0,95.0,3.0,1625.0,5846.153846153846,541.6666666666666,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.564348191467836,7.3938782901077555,Unknown,5,Small
Super built-up  Area,Ready To Move,Classic Paradise Layout,2 BHK,Independent,1210,2.0,2.0,53.0,2.0,1210.0,4380.165289256199,605.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.9889840465642745,7.099201743553092,Unknown,5469,Large
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1615,3.0,2.0,150.0,3.0,1615.0,9287.925696594428,538.3333333333334,Ready,0,Lakshminarayana Pura,1,0,1,Premium,Tier 2,1,1.0,0,5.017279836814924,7.38770923908104,Unknown,27,Medium
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,MancyRe,1180,2.0,2.0,85.0,2.0,1180.0,7203.389830508475,590.0,Ready,0,Kalena Agrahara,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.454347296253507,7.074116816197362,Unknown,6,Small
Plot  Area,Ready To Move,Nagasandra,2 Bedroom,Independent,1500,2.0,0.0,91.0,2.0,1500.0,6066.666666666667,750.0,Ready,0,Nagasandra,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.5217885770490405,7.313886831633462,Unknown,5469,Large
Built-up  Area,Ready To Move,Bellandur,2 BHK,Srure S,850,2.0,1.0,45.0,2.0,850.0,5294.117647058823,425.0,Ready,0,Bellandur,1,0,0,Budget,Tier 2,0,1.0,0,3.828641396489095,6.7464121285733745,Unknown,3,Small
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Independent,1130,2.0,2.0,55.0,2.0,1130.0,4867.256637168141,565.0,Ready,0,Kothanur,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.02535169073515,7.030857476116121,Unknown,5469,Large
